屬性,品種,性別,體型,顏色,年紀,結紮,疫苗,地點,網址
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73554>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/64769ab5-cf7f-4d0d-a20b-1656da0a1e1c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73555>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/28daddc4-68fa-4e9e-98ec-6f3fc8dafc39_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73556>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e0fb33e5-d92a-4c20-a62a-5c936cf04101_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73557>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹縣公立動物收容所 ,"('<73558>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5607aa26-6d0c-471f-b4e0-0a0639523e1d_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73559>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/971d8d87-c7f9-4037-9f85-3d08dc9ba018_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73560>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5a26289b-5c68-4a7b-bdfe-9b318cbb08dc_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73561>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/079d3060-3c0e-4ed8-9116-21c2a6ddd26c_org.jpg')"
屬性: 其他,品種：混種,性別： 母,體型： SMALL,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73562>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8baec05d-60f5-429e-9a1b-77fffd931ab7_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73563>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/927ca011-ea82-48c0-a317-6fcb6323e801_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73564>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/67d7c3a4-639c-4fe2-8d51-f92be46f7dc5_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73565>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/01687fd1-fe01-4a3c-97b8-4eee762ebdf5_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73566>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f3fdee5c-d6ae-4e38-96fe-2789d01e9ed1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73567>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/484b5927-1248-46c3-8e33-a5811aa15105_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73568>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8f7cc5a7-a052-4ff0-9187-638679b5deda_org.jpg')"
屬性: 狗,品種：狐狸,性別： 公,體型： SMALL,顏色：灰白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市淡水區公立動物之家 ,"('<73569>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/21c6d75d-768b-44e1-a8eb-16c8e86b02a7_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73570>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e5946d55-90e6-413a-a51a-f2bab9088886_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73571>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a596528a-8fc1-4715-960b-c9d6ecc16126_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73572>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/724473cd-baa2-436d-9f96-eb0918fe051b_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73573>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/fe4db837-ef47-420e-807e-2849d2345226_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73574>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bccc1a23-afdb-4c75-adc9-7b6c5b3f9dc7_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73575>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/9aec171b-8c3a-4f8f-a38c-16e33c7afda0_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73576>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f89824ec-4ef8-4b6b-8e7e-a8498d902f8d_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73577>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/578382e6-d667-4b00-a519-27508f52dc2c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73578>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3785df1f-0eda-44af-bca8-d11d4e96c504_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73579>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/594c3944-e384-40c5-87e2-226d202ca70b_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73580>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/88c9eae2-3efc-4ec6-adb3-728c5028d5e5_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73581>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/46e42221-2b25-442c-aa55-0c5d72c038de_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73582>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/365b86c2-9c93-46c6-9de5-12f45f1eb21c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73583>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/20a88f94-c75c-48e1-8b30-8a9c8710094c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73584>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0b8c7cff-b2d9-4849-b495-d6221ac3f9de_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73585>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d039534c-2f4c-4af5-8eb4-aff3b6150544_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73586>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d165fa82-bb0b-4c21-800c-671f9a2e082c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73587>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/553f192b-0238-4dac-84f0-09ba71706c01_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黑虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73588>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bc0f19ab-29d1-4c66-aab6-1f185d2c7115_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：三花色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73589>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/001076f3-5a93-4d13-9898-b622a0fe0315_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73590>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/68b141d1-8374-4da5-9c48-ad113f19ded5_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73591>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/97fe07f6-3bdc-462c-9142-4bb074a99628_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 基隆市寵物銀行 ,"('<73592>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/831c3f1e-0cf1-4a29-a698-076391c74af4_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73593>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/79d65ba9-20a3-4325-be52-57b50ec8d641_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73594>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/25d20faa-3dcd-4650-b1a4-439bd505c9d6_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73595>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7b66d6d5-959a-440a-907f-6eb124419a0d_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73596>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c1e76597-c224-4c7d-90fa-0e631c0b8adc_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73597>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f9e62248-4ad2-4e07-babb-533cd5c4dc4e_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：虎斑白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<73598>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d2205bbf-aa2b-4ad4-8e6e-bdf971fa1fa0_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：三花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73599>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/55160bda-5e3e-4712-bd3c-ab6b12184ce9_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73600>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/485875d7-b8e1-42d0-8b39-a49455234f64_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73601>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c4d16671-45d4-4d9a-9922-b529e628cdab_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73602>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/855492a3-6253-4396-886e-5eaa0af0d9af_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73603>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/072c27b7-393d-4a94-b235-6ac8e99b89db_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73604>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3ba5d2ca-5d43-46df-b660-fdcb8027868a_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73605>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2fb42ee8-8342-42ff-9544-2dd603ce94b1_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73606>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0ccb3080-5dce-4701-a5e2-4cc1f50c2a1d_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73607>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8a4c0a3b-d569-4ae3-9220-050ef4ffac3c_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73608>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ef6ebddf-b4eb-4f66-a8ba-49b01661421a_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73609>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a57163e2-ba26-4960-af4c-034c3731b3a4_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73610>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7bdf0a3f-7bbd-4532-b775-f1141a67efd4_org.jpg')"
屬性: 狗,品種：比特,性別： 母,體型： MEDIUM,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73611>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1ab42b35-e054-4f6e-b25a-f1ef2b4d5fc3_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市壽山動物保護教育園區 ,"('<73612>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/46f21b71-bb39-4141-a192-4f40e2ef2a9e_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73613>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/42a0fac5-0c40-4446-9e50-70d615b92680_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市新店區公立動物之家 ,"('<73614>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bbee9e61-a33b-4ae3-af79-dcce81abf059_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73615>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ce281c68-5ccc-44bb-af9b-f611bc7f74f2_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73616>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/71b92342-d6ec-4619-9679-82abd62f3803_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73617>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7bb9af58-67a3-40e4-914d-8441416fe69d_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73618>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7a12528d-09bb-4399-8c07-f75a883ee894_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73619>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/665c9552-9fe2-4767-9c14-79fd8c6dd898_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73620>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e7131508-0961-496d-b171-5e2286bfe9cb_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 雲林縣流浪動物收容所 ,"('<73621>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/17790220-4471-40d2-b540-22636e1c62f5_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 雲林縣流浪動物收容所 ,"('<73622>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bbca5752-7089-441a-bfa3-71056c232846_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 雲林縣流浪動物收容所 ,"('<73623>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8be9997a-9b41-43c8-8e3a-35f9f91966e1_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：三花色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 雲林縣流浪動物收容所 ,"('<73624>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/91b66c0a-0082-40ed-8a1d-a2374b617db9_org.jpg')"
